Ac	Activities
Ac_80_05_05	Aircraft manoeuvring	Ac_80_05
Ac_80_05_06	Aircraft manoeuvring buffering	Ac_80_05
Ac_80_05_07	Aircraft standing	Ac_80_05
Ac_80_05_08	Aircraft storing	Ac_80_05
Ac_80_05_09	Airport controlling	Ac_80_05
Ac_80_05_33	Glider landing	Ac_80_05
Ac_80_05_34	Glider take-off	Ac_80_05
Ac_80_05_36	Hang gliding landing	Ac_80_05
Ac_80_05_37	Hang gliding take-off	Ac_80_05
Ac_80_05_38	Helicopter landing	Ac_80_05
Ac_80_05_39	Helicopter take-off	Ac_80_05
Ac_80_05_82	Spacecraft landing	Ac_80_05
Ac_80_05_83	Spacecraft storing	Ac_80_05
Ac_80_05_84	Spacecraft take-off	Ac_80_05
Ac_80_10	Loading and embarkation activities	Ac_80
Ac_80_10_04	Aircraft fuelling	Ac_80_10
Ac_80_10_06	Baggage claiming	Ac_80_10
Ac_80_10_07	Baggage handling	Ac_80_10
Ac_80_10_08	Baggage loading	Ac_80_10
Ac_80_10_12	Cargo handling	Ac_80_10
Ac_80_10_13	Cargo loading	Ac_80_10
Ac_80_10_20	Customs controlling	Ac_80_10
Ac_80_10_60	Passenger arriving	Ac_80_10
Ac_80_10_61	Passenger departing	Ac_80_10
Ac_80_10_62	Passenger disembarking	Ac_80_10
Ac_80_10_63	Passenger embarking	Ac_80_10
Ac_80_10_64	Passenger gathering	Ac_80_10
Ac_80_10_65	Passport controlling	Ac_80_10
Ac_80_10_86	Ticketing	Ac_80_10
Ac_80_15	Aerospace maintenance activities	Ac_80
Ac_80_15_01	Aircraft cleaning	Ac_80_15
Ac_80_15_02	Aircraft maintaining	Ac_80_15
Ac_80_15_04	Aircraft repairing	Ac_80_15
Ac_80_15_79	Spacecraft cleaning	Ac_80_15
Ac_80_15_80	Spacecraft maintaining	Ac_80_15
Ac_80_15_81	Spacecraft preparing	Ac_80_15
Ac_80_15_82	Spacecraft repairing	Ac_80_15
Ac_80_20	Cable way activities	Ac_80
Ac_80_20_13	Cableway travelling	Ac_80_20
Ac_80_30	Cable transport storage and maintenance activities	Ac_80
Ac_80_30_34	Gondola repair and cleaning	Ac_80_30
Ac_80_30_35	Gondola storing	Ac_80_30
Ac_80_35	Highway activities	Ac_80
Ac_80_35_08	Bus manoeuvring	Ac_80_35
Ac_80_35_11	Car manoeuvring - indoor	Ac_80_35
Ac_80_35_12	Car manoeuvring - outdoor	Ac_80_35
Ac_80_35_16	Carriageway separating	Ac_80_35
Ac_80_35_24	Driving	Ac_80_35
Ac_80_35_46	Laying-by and passing	Ac_80_35
Ac_80_35_63	Pedestrian crossing	Ac_80_35
Ac_80_35_64	Pedestrian standing	Ac_80_35
Ac_80_35_70	Railway crossing	Ac_80_35
Ac_80_35_73	Road buffering	Ac_80_35
Ac_80_35_90	Truck manoeuvring	Ac_80_35
Ac_80_45	Highway storage and maintenance activities	Ac_80
Ac_80_45_09	Bus standing	Ac_80_45
Ac_80_45_13	Car parking - indoor	Ac_80_45
Ac_80_45_14	Car parking - outdoor	Ac_80_45
Ac_80_45_91	Truck standing	Ac_80_45
Ac_80_45_94	Vehicle fuelling and charging	Ac_80_45
Ac_80_45_95	Vehicle inspection	Ac_80_45
Ac_80_45_96	Vehicle servicing	Ac_80_45
Ac_80_50	Railway activities	Ac_80
Ac_80_50_50	Marshalling	Ac_80_50
Ac_80_50_70	Rail over passing	Ac_80_50
Ac_80_50_71	Rail signal controlling	Ac_80_50
Ac_80_50_73	Railway track buffering	Ac_80_50
Ac_80_50_75	Railway travel	Ac_80_50
Ac_80_50_76	Rail under passing	Ac_80_50
Ac_80_50_90	Train stopping	Ac_80_50
Ac_80_60	Rail storage and maintenance activities	Ac_80
Ac_80_60_11	Carriage cleaning	Ac_80_60
Ac_80_60_26	Engine fuelling	Ac_80_60
Ac_80_60_27	Engine inspecting	Ac_80_60
Ac_80_60_28	Engine servicing	Ac_80_60
Ac_80_60_29	Engine washing	Ac_80_60
Ac_80_60_70	Rail repairing	Ac_80_60
Ac_80_70	Marine way and waterway activities	Ac_80
Ac_80_70_11	Canal level changing	Ac_80_70
Ac_80_70_12	Canal travelling	Ac_80_70
Ac_80_70_37	Harbour level changing	Ac_80_70
Ac_80_70_38	Harbour protecting	Ac_80_70
Ac_80_70_79	Vessel launching	Ac_80_70
Ac_80_85	Marine and water storage and maintenance activities	Ac_80
Ac_80_85_08	Boat repairing	Ac_80_85
Ac_80_85_09	Boat storing	Ac_80_85
Ac_80_85_24	Dry repair docking	Ac_80_85
Ac_80_85_30	Floating repair docking	Ac_80_85
Ac_80_85_97	Wet repair docking	Ac_80_85
Ac_85	Operation and maintenance activities	Ac
Ac_85_10	Barrier and fence maintenance activities	Ac_85
Ac_85_10_06	Barrier maintenance	Ac_85_10
Ac_85_10_30	Fencing maintenance	Ac_85_10
Ac_85_10_45	Kerbs and channels maintenance	Ac_85_10
Ac_85_10_95	Vehicle restraint maintenance	Ac_85_10
Ac_85_30	Flora maintenance activities	Ac_85
Ac_85_30_01	Amenity grass maintenance	Ac_85_30
Ac_85_30_02	Amenity planting maintenance	Ac_85_30
Ac_85_30_04	Aquatic and wetland planting maintenance	Ac_85_30
Ac_85_30_28	External container planting maintenance	Ac_85_30
Ac_85_30_30	Forestry maintenance	Ac_85_30
Ac_85_30_37	Hedgerow maintenance	Ac_85_30
Ac_85_30_40	Internal container planting maintenance	Ac_85_30
Ac_85_30_47	Living roof maintenance	Ac_85_30
Ac_85_30_50	Meadow grass maintenance	Ac_85_30
Ac_85_30_80	Sports turf maintenance	Ac_85_30
Ac_85_30_95	Vegetation control maintenance	Ac_85_30
Ac_85_50	Marine maintenance activities	Ac_85
Ac_85_50_24	Dredging	Ac_85_50
Ac_85_60	Paving maintenance activities	Ac_85
Ac_85_60_02	Asphalt paving maintenance	Ac_85_60
Ac_85_60_04	Asphalt sports paving maintenance	Ac_85_60
Ac_85_60_10	Bound aggregate paving maintenance	Ac_85_60
Ac_85_60_50	Mat and sheet paving maintenance	Ac_85_60
Ac_85_60_80	Sport or play paving maintenance	Ac_85_60
Ac_85_60_82	Sports or play unbound paving maintenance	Ac_85_60
Ac_85_60_92	Unbound paving maintenance	Ac_85_60
Ac_85_60_93	Unit paving maintenance	Ac_85_60
Ac_85_65	Plant and controls operating	Ac_85
Ac_85_65_08	Boiler operating	Ac_85_65
Ac_85_65_15	Controlling	Ac_85_65
Ac_85_65_26	Electrical switching	Ac_85_65
Ac_85_65_27	Equipment operating	Ac_85_65
Ac_85_65_32	Furnace operating	Ac_85_65
Ac_85_65_42	Incinerating	Ac_85_65
Ac_85_65_48	Lift machine operating	Ac_85_65
Ac_85_65_64	Plant operating	Ac_85_65
Ac_85_65_77	Server operating	Ac_85_65
Ac_85_65_90	Transformer operating	Ac_85_65
Ac_85_70	Retrospective application activities	Ac_85
Ac_85_70_40	Insulation and waterproofing for retrofitted living roofs	Ac_85_70
Ac_85_70_70	Retrospective application of fire retardant treatment	Ac_85_70
Ac_85_70_75	Retrospective application of preservative treatment	Ac_85_70
Ac_90	Circulation and plant activities	Ac
Ac_90_10	Circulation activities	Ac_90
Ac_90_10_02	Air blocking	Ac_90_10
Ac_90_10_04	Ascending and descending pausing	Ac_90_10
Ac_90_10_14	Circulating between rooms	Ac_90_10
Ac_90_10_16	Covered walking	Ac_90_10
Ac_90_10_24	Dropping-off and collecting	Ac_90_10
Ac_90_10_27	Entering and exiting	Ac_90_10
Ac_90_10_30	Fire stepped ascending and descending	Ac_90_10
Ac_90_10_34	Goods conveying	Ac_90_10
Ac_90_10_49	Lift stopping and calling	Ac_90_10
Ac_90_10_50	Lift travelling	Ac_90_10
Ac_90_10_51	Mechanical pitched or stepped ascending and descending	Ac_90_10
Ac_90_10_62	Pitched ascending and descending	Ac_90_10
Ac_90_10_77	Sheltering	Ac_90_10
Ac_90_10_84	Stepped ascending and descending	Ac_90_10
Ac_90_10_93	Uncovered walking	Ac_90_10
Ac_90_10_96	Wheelchair travelling	Ac_90_10
Ac_90_20	Common activities	Ac_90
Ac_90_20_02	Amphitheatre seating	Ac_90_20
Ac_90_20_03	Artiste changing and make-up	Ac_90_20
Ac_90_20_04	Audience breaking out	Ac_90_20
Ac_90_20_05	Audience seating	Ac_90_20
Ac_90_20_15	Changing	Ac_90_20
Ac_90_20_69	Queuing	Ac_90_20
Ac_90_20_82	Spectator seating	Ac_90_20
Ac_90_20_83	Spectator standing	Ac_90_20
Ac_90_20_89	Temporary seating	Ac_90_20
Ac_90_20_96	Waiting	Ac_90_20
Ac_90_50	Storing activities	Ac_90
Ac_90_50_04	Arms storing	Ac_90_50
Ac_90_50_06	Baggage storing	Ac_90_50
Ac_90_50_07	Beer storing	Ac_90_50
Ac_90_50_09	Blood storing	Ac_90_50
Ac_90_50_11	Cargo storing	Ac_90_50
Ac_90_50_13	Chemicals storing	Ac_90_50
Ac_90_50_14	Clothes storing	Ac_90_50
Ac_90_50_15	Cold storing	Ac_90_50
Ac_90_50_27	Evidence storing	Ac_90_50
Ac_90_50_28	Explosives storing	Ac_90_50
Ac_90_50_29	Feed storing	Ac_90_50
Ac_90_50_30	Flammable chemical storing	Ac_90_50
Ac_90_50_31	Dry waste storing	Ac_90_50
Ac_90_50_32	Fuel storing	Ac_90_50
Ac_90_50_33	Gas storing	Ac_90_50
Ac_90_50_34	General storing	Ac_90_50
Ac_90_50_35	Goods storing	Ac_90_50
Ac_90_50_36	Grain storing	Ac_90_50
Ac_90_50_37	Hazardous waste storing	Ac_90_50
Ac_90_50_47	Left luggage storing	Ac_90_50
Ac_90_50_52	Medical records storing	Ac_90_50
Ac_90_50_53	Mineral storing	Ac_90_50
Ac_90_50_58	Oil storing	Ac_90_50
Ac_90_50_59	Outdoor storing	Ac_90_50
Ac_90_50_65	Pharmacy storing	Ac_90_50
Ac_90_50_70	Raw materials storing	Ac_90_50
Ac_90_50_75	Scientific equipment storing	Ac_90_50
Ac_90_50_77	Secure storing	Ac_90_50
Ac_90_50_80	Solid fuel storing	Ac_90_50
Ac_90_50_84	Storage of human remains	Ac_90_50
Ac_90_50_91	Vehicle storing	Ac_90_50
Ac_90_50_92	Walk-in clothes storing	Ac_90_50
Ac_90_50_93	Waste gas storing	Ac_90_50
Ac_90_50_94	Waste liquids storing	Ac_90_50
Ac_90_50_95	Waste solids storing	Ac_90_50
Ac_90_50_96	Water storing	Ac_90_50
Ac_90_50_97	Wet waste storing	Ac_90_50
Ac_90_50_98	Wine storing	Ac_90_50
Ac_95	Temporary activities	Ac
Co	Complexes
Co_20	Administrative, commercial and protective service complexes	Co
Co_20_10	Legislative complexes	Co_20
Co_20_10_60	Governmental complexes	Co_20_10
Co_20_15	Administrative complexes	Co_20
Co_20_15_08	Business parks	Co_20_15
Co_20_15_58	Offices	Co_20_15
Co_20_20	Secular representative complexes	Co_20
Co_20_20_15	Complexes for representatives of nation states abroad	Co_20_20
Co_20_20_40	Local government complexes	Co_20_20
Co_20_20_50	National government complexes	Co_20_20
Co_20_20_70	Regional government complexes	Co_20_20
Co_20_45	Vehicle	Co_20
Co_20_45_32	Fuelling and charging stations	Co_20_45
Co_20_45_54	Motor vehicle servicing complexes	Co_20_45
Co_20_50	Commercial complexes	Co_20
Co_20_50_05	Auction complexes	Co_20_50
Co_20_50_50	Market complexes	Co_20_50
Co_20_50_71	Retail parks	Co_20_50
Co_20_50_78	Shopping complexes	Co_20_50
Co_20_50_80	Shops	Co_20_50
Co_20_50_94	Vehicle sales complexes	Co_20_50
Co_20_55	Postal communications complexes	Co_20
Co_20_55_10	Postal communications complexes	Co_20_55
Co_20_60	Military complexes	Co_20
Co_20_60_02	Air force complexes	Co_20_60
Co_20_60_10	Army complexes	Co_20_60
Co_20_60_56	Navy complexes	Co_20_60
Co_20_65	Law enforcement complexes	Co_20
Co_20_65_56	Law enforcement complexes	Co_20_65
Co_20_70	Judicial complexes	Co_20
Co_20_70_18	Court complexes	Co_20_70
Co_20_70_65	Probation complexes	Co_20_70
Co_20_75	Detention complexes	Co_20
Co_20_75_42	Immigrant detention complexes	Co_20_75
Co_20_75_64	Prison complexes	Co_20_75
Co_20_75_71	Refugee detention complexes	Co_20_75
Co_20_80	Weapons training complexes	Co_20
Co_20_80_04	Artillery firing range complexes	Co_20_80
Co_20_80_80	Small arms firing range complexes	Co_20_80
Co_20_90	Fire and rescue complexes	Co_20
Co_20_90_16	Coast guard stations	Co_20_90
Co_20_90_27	Fire brigade complexes	Co_20_90
Co_20_90_47	Life boat stations	Co_20_90
Co_20_90_53	Mountain rescue complexes	Co_20_90
Co_20_90_77	Sea rescue complexes	Co_20_90
Co_25	Cultural, educational, scientific and information complexes	Co
Co_25_10	Educational complexes	Co_25
Co_25_10_32	Further education colleges	Co_25_10
Co_25_10_41	Infant schools	Co_25_10
Co_25_10_45	Kindergartens	Co_25_10
Co_25_10_66	Primary schools	Co_25_10
Co_25_10_77	Secondary schools	Co_25_10
Co_25_10_88	Tertiary colleges	Co_25_10
Co_25_10_92	Universities	Co_25_10
Co_25_30	Scientific complexes	Co_25
Co_25_30_04	Astronomical observatory complexes	Co_25_30
Co_25_30_08	Botanic gardens	Co_25_30
Co_25_30_45	Laboratory complexes	Co_25_30
Co_25_30_70	Research complexes	Co_25_30
Co_25_50	Exhibition complexes	Co_25
Co_25_50_33	Galleries	Co_25_50
Co_25_50_34	Gardens and arboretums	Co_25_50
Co_25_50_54	Multi-purpose exhibition complexes	Co_25_50
Co_25_50_55	Museums	Co_25_50
Co_25_50_58	Open air museums	Co_25_50
Co_25_50_59	Open air sculpture parks	Co_25_50
Co_25_50_95	Temporary exhibition complexes	Co_25_50
Co_25_50_99	Zoos	Co_25_50
Co_25_70	Information complexes	Co_25
Co_25_70_16	Conference complexes	Co_25_70
Co_25_70_23	Document archives	Co_25_70
Co_25_70_30	Film archives	Co_25_70
Co_25_70_47	Library complexes	Co_25_70
Co_25_90	Worship complexes	Co_25
Co_25_90_30	Faith worship complexes	Co_25_90
Co_30	Industrial and natural complexes	Co
Co_30_10	Mineral extraction complexes	Co_30
Co_30_10_22	Deep mines	Co_30_10
Co_30_10_24	Drift mines	Co_30_10
Co_30_10_33	Gas extraction complexes	Co_30_10
Co_30_10_51	Methane hydrates extraction complexes	Co_30_10
Co_30_10_59	Oil extraction complexes	Co_30_10
Co_30_10_61	Open-cast mines	Co_30_10
Co_30_10_69	Quarries	Co_30_10
Co_30_10_77	Shale gas extraction complexes	Co_30_10
Co_30_10_78	Shale oil extraction complexes	Co_30_10
Co_30_30	Mineral processing complexes	Co_30
Co_30_30_30	Gas processing complexes	Co_30_30
Co_30_30_50	Oil processing complexes	Co_30_30
Co_30_30_55	Ore processing complexes	Co_30_30
Co_30_40	Animal and plant products processing complexes	Co_30
Co_30_40_03	Animal product processing complexes	Co_30_40
Co_30_40_20	Crop processing complexes	Co_30_40
Co_30_40_30	Fish processing complexes	Co_30_40
Co_30_40_40	Horticultural processing complexes	Co_30_40
Co_30_40_60	Livestock processing complexes	Co_30_40
Co_30_40_90	Timber processing complexes	Co_30_40
Co_30_50	Manufacturing complexes	Co_30
Co_30_50_37	Heavy manufacturing complexes	Co_30_50
Co_30_50_41	Industrial parks	Co_30_50
Co_30_50_47	Light manufacturing complexes	Co_30_50
Co_30_50_77	Ship and boat building yards	Co_30_50
Co_30_50_97	Weapons manufacturing complexes	Co_30_50
Co_30_60	Cleaning and maintenance complexes	Co_30
Co_30_60_11	Car wash	Co_30_60
Co_30_60_40	Laundry complexes	Co_30_60
Co_30_60_94	Vehicle cleaning complexes	Co_30_60
Co_32	Natural and agricultural complexes	Co
Co_32_10	Agricultural and horticultural complexes	Co_32
Co_32_10_05	Arable farms	Co_32_10
Co_32_10_15	Crofts	Co_32_10
Co_32_10_30	Fish farms	Co_32_10
Co_32_10_40	Forests	Co_32_10
Co_32_10_50	Horticultural nursery	Co_32_10
Co_32_10_60	Livestock farms	Co_32_10
Co_32_10_64	Plant nurseries	Co_32_10
Co_32_10_94	Vineyards	Co_32_10
Co_32_20	Designated areas	Co_32
Co_32_20_04	Areas of Outstanding Natural Beauty (AONB)	Co_32_20
Co_32_20_16	Coastal parks	Co_32_20
Co_32_20_17	Commons	Co_32_20
Co_32_20_23	Designated nature reserves	Co_32_20
Co_32_20_47	Local nature reserves (LNR)	Co_32_20
Co_32_20_56	National nature reserves (NNR)	Co_32_20
Co_32_20_57	National parks	Co_32_20
Co_32_20_77	Scheduled Ancient Monument	Co_32_20
Co_32_20_82	Sites of special scientific interest (SSSI)	Co_32_20
Co_32_60	Natural areas	Co_32
Co_32_60_15	Cliffs	Co_32_60
Co_32_60_22	Deserts	Co_32_60
Co_32_60_30	Forests	Co_32_60
Co_32_60_37	Heathland	Co_32_60
Co_32_60_38	Hills	Co_32_60
Co_32_60_53	Moorland	Co_32_60
Co_32_60_54	Mountains	Co_32_60
Co_32_60_72	Rivers	Co_32_60
Co_32_60_75	Saltmarsh	Co_32_60
Co_32_60_79	Seasonal wetlands	Co_32_60
Co_32_60_96	Woodland	Co_32_60
Co_35	Medical and welfare complexes	Co
Co_35_10	Medical complexes	Co_35
Co_35_10_02	Air ambulance complexes	Co_35_10
Co_35_10_03	Ambulance complexes	Co_35_10
Co_35_10_15	Clinical complexes	Co_35_10
Co_35_10_37	Hospital complexes	Co_35_10
Co_35_50	Welfare complexes	Co_35
Co_35_50_16	Cr̬ches and nurseries	Co_35_50
Co_35_50_30	Fitness and detox complexes	Co_35_50
Co_35_50_37	Hospices	Co_35_50
Co_35_50_58	Nursing homes	Co_35_50
Co_35_50_69	Quarantine stations	Co_35_50
Co_35_70	Funerary complexes	Co_35
Co_35_70_13	Cemeteries	Co_35_70
Co_35_70_16	Crematoriums	Co_35_70
Co_35_70_32	Funeral complexes	Co_35_70
Co_35_85	Animal complexes	Co_35
Co_35_85_02	Animal cage complexes	Co_35_85
Co_35_85_03	Animal pen complexes	Co_35_85
Co_35_85_04	Aquariums	Co_35_85
Co_35_85_05	Aviaries	Co_35_85
Co_35_85_45	Kennel complexes	Co_35_85
Co_35_85_85	Stable complexes	Co_35_85
Co_35_90	Animal medical	Co_35
Co_35_90_02	Animal funerary complexes	Co_35_90
Co_35_90_03	Animal quarantine stations	Co_35_90
Co_35_90_95	Veterinary hospitals	Co_35_90
Co_40	Recreational complexes	Co
Co_40_05	Amusement complexes	Co_40
Co_40_05_02	Amphitheatres	Co_40_05
Co_40_05_03	Amusement parks	Co_40_05
Co_40_05_30	Fairground complexes	Co_40_05
Co_40_05_63	Pleasure piers	Co_40_05
Co_40_05_89	Theme parks	Co_40_05
Co_40_35	Historic complexes	Co_40
Co_40_35_39	Historic sites	Co_40_35
Co_40_60	Performing arts complexes	Co_40
Co_40_60_05	Auditoriums	Co_40_60
Co_40_60_13	Cinema complexes	Co_40_60
Co_40_60_14	Circuses	Co_40_60
Co_40_60_16	Concert hall complexes	Co_40_60
Co_40_60_30	Film and television studio complexes	Co_40_60
Co_40_60_88	Theatre complexes	Co_40_60
Co_40_75	Social recreation complexes	Co_40
Co_40_75_17	Country parks	Co_40_75
Co_40_75_68	Public parks	Co_40_75
Co_40_75_82	Spa complexes	Co_40_75
Co_40_75_90	Turkish baths	Co_40_75
Co_42	Sport and activity complexes	Co
Co_42_50	Sports complexes	Co_42
Co_42_50_40	Indoor sports complexes	Co_42_50
Co_42_50_60	Outdoor sports complexes	Co_42_50
Co_42_50_70	Race horse gallops	Co_42_50
Co_42_50_95	Winter sport complexes	Co_42_50
Co_42_85	Swimming complexes	Co_42
Co_42_85_40	Indoor swimming pool complexes	Co_42_85
Co_42_85_60	Outdoor swimming pool complexes	Co_42_85
Co_42_85_96	Water parks	Co_42_85
Co_45	Residential complexes	Co
Co_45_10	Residential complexes	Co_45
Co_45_10_11	Caravan parks	Co_45_10
Co_45_10_15	Convents and monasteries	Co_45_10
Co_45_10_17	Country houses	Co_45_10
Co_45_10_27	Emergency camps	Co_45_10
Co_45_10_35	Halls of residence	Co_45_10
Co_45_10_36	High-rise residential complexes	Co_45_10
Co_45_10_37	Hostels	Co_45_10
Co_45_10_38	Hotels	Co_45_10
Co_45_10_39	Houses in multiple occupation	Co_45_10
Co_45_10_40	Housing estates	Co_45_10
Co_45_10_51	Military camps	Co_45_10
Co_45_10_54	Motels	Co_45_10
Co_45_10_72	Religious retreats	Co_45_10
Co_45_10_76	Scout and Guide camps	Co_45_10
Co_45_10_78	Sheltered housing	Co_45_10
Co_50	Disposal complexes	Co
Co_50_20	Wet waste collection and distribution complexes	Co_50
Co_50_20_10	Wastewater collection complexes	Co_50_20
Co_50_20_20	Wastewater collection networks	Co_50_20
Co_50_20_60	Drainage collection networks	Co_50_20
Co_50_40	Dry waste collection and distribution complexes	Co_50
Co_50_40_10	Dry waste collection complexes	Co_50_40
Co_50_40_50	Dry waste distribution complexes	Co_50_40
Co_50_60	Wet waste treatment and disposal complexes	Co_50
Co_50_60_40	Wastewater treatment complexes	Co_50_60
Co_50_60_80	Drainage disposal networks	Co_50_60
Co_50_80	Dry waste treatment and disposal complexes	Co_50
Co_50_80_40	Dry waste treatment complexes	Co_50_80
Co_50_80_70	Dry waste disposal complexes	Co_50_80
Co_55	Piped supply complexes	Co
Co_55_20	Water extraction and treatment complexes	Co_55
Co_55_20_10	Water extraction complexes	Co_55_20
Co_55_20_50	Water treatment complexes	Co_55_20
Co_55_40	Oil and gas extraction and treatment complexes	Co_55
Co_55_40_30	Gas extraction complexes	Co_55_40
Co_55_40_40	Oil extraction complexes	Co_55_40
Co_55_40_70	Gas treatment complexes	Co_55_40
Co_55_40_80	Oil treatment complexes	Co_55_40
Co_55_80	Liquid distribution complexes	Co_55
Co_55_80_20	Water distribution complexes	Co_55_80
Co_55_80_60	Water distribution networks	Co_55_80
Co_55_90	Gas distribution complexes	Co_55
Co_55_90_10	Fuel distribution complexes	Co_55_90
Co_55_90_50	Fuel distribution networks	Co_55_90
Co_55_90_60	Gas distribution networks	Co_55_90
Co_60	Heating, cooling and refrigeration complexes	Co
Co_60_10	Heating complexes	Co_60
Co_60_10_10	District heating complexes	Co_60_10
Co_60_40	Cooling complexes	Co_60
Co_60_40_10	District cooling complexes	Co_60_40
Co_65	Ventilation and air conditioning complexes	Co
Co_70	Power generation complexes	Co
Co_70_10	Electrical power generation complexes	Co_70
Co_70_10_08	Biomass power generation complexes	Co_70_10
Co_70_10_16	Coal power generation complexes	Co_70_10
Co_70_10_17	Combined heat and power generation complexes	Co_70_10
Co_70_10_33	Gas power generation complexes	Co_70_10
Co_70_10_34	Geothermal power generation complexes	Co_70_10
Co_70_10_38	Hydroelectric power generation complexes	Co_70_10
Co_70_10_57	Nuclear power generation complexes	Co_70_10
Co_70_10_58	Offshore wind power generation complexes	Co_70_10
Co_70_10_59	Oil-fired power generation complexes	Co_70_10
Co_70_10_60	Onshore wind power generation complexes	Co_70_10
Co_70_10_63	Photovoltaic power generation complexes	Co_70_10
Co_70_10_81	Solar reflector power generation complexes	Co_70_10
Co_70_10_88	Tidal power generation complexes	Co_70_10
Co_70_10_96	Wave power generation complexes	Co_70_10
Co_70_20	Mechanical power generation complexes	Co_70
Co_70_20_10	Kinetic power generation structures	Co_70_20
Co_70_30	Electrical power distribution complexes	Co_70
Co_70_30_37	High-voltage electricity substations	Co_70_30
Co_70_30_47	Low-voltage electricity substations	Co_70_30
Co_75	Communications complexes	Co
Co_75_10	Broadcast communications complexes	Co_75
Co_75_10_10	Broadcast communications complexes	Co_75_10
Co_75_10_20	Broadcast communications networks	Co_75_10
Co_75_30	Telecommunications complexes	Co_75
Co_75_30_10	Telecommunications complexes	Co_75_30
Co_75_30_20	Telecommunications networks	Co_75_30
Co_80	Transport complexes	Co
Co_80_05	Aerospace complexes	Co_80
Co_80_05_02	Airports and airfields	Co_80_05
Co_80_05_38	Heliports	Co_80_05
Co_80_20	Cable transport complexes	Co_80
Co_80_20_02	Aerial tramway complexes	Co_80_20
Co_80_20_10	Cable railway complexes	Co_80_20
Co_80_20_13	Chairlift way complexes	Co_80_20
Co_80_20_32	Funicular railway complexes	Co_80_20
Co_80_20_34	Gondola lift way complexes	Co_80_20
Co_80_20_84	Surface lift way complexes	Co_80_20
Co_80_20_99	Zip line way complexes	Co_80_20
Co_80_35	Highway complexes	Co_80
Co_80_35_07	Bus maintenance depots	Co_80_35
Co_80_35_08	Bus parks	Co_80_35
Co_80_35_09	Bus terminals	Co_80_35
Co_80_35_11	Car garaging complexes	Co_80_35
Co_80_35_17	Coach parks	Co_80_35
Co_80_35_35	Highway maintenance depots	Co_80_35
Co_80_35_73	Road freight depots	Co_80_35
Co_80_35_75	Road network	Co_80_35
Co_80_35_88	Truck maintenance depots	Co_80_35
Co_80_35_89	Truck parks	Co_80_35
Co_80_40	Highway service and toll complexes	Co_80
Co_80_40_35	Highway service stations	Co_80_40
Co_80_40_40	Highway toll stations	Co_80_40
Co_80_50	Railway complexes	Co_80
Co_80_50_37	High-speed rail complexes	Co_80_50
Co_80_50_50	Magnetic levitation (maglev) ways	Co_80_50
Co_80_50_51	Main line rail complexes	Co_80_50
Co_80_50_53	Monorail complexes	Co_80_50
Co_80_50_56	Narrow-gauge rail complexes	Co_80_50
Co_80_50_59	Overhead power light rail complexes	Co_80_50
Co_80_50_69	Rack rail complexes	Co_80_50
Co_80_50_70	Rail distribution depots	Co_80_50
Co_80_50_71	Rail freight complexes	Co_80_50
Co_80_50_72	Rail marshalling complexes	Co_80_50
Co_80_50_73	Rail network	Co_80_50
Co_80_50_74	Railway stations	Co_80_50
Co_80_50_75	Rail track maintenance depots	Co_80_50
Co_80_50_76	Road-based light rail complexes	Co_80_50
Co_80_50_77	Rolling stock depots	Co_80_50
Co_80_50_88	Third-rail light rail complexes	Co_80_50
Co_80_50_93	Underground rail complexes	Co_80_50
Co_80_50_94	Underground railway stations	Co_80_50
Co_80_75	Marine berthing	Co_80
Co_80_75_11	Causeways	Co_80_75
Co_80_75_48	Lighthouse complexes	Co_80_75
Co_80_82	Marine and water loading and embarkation complexes	Co_80
Co_80_82_06	Barge loading terminals	Co_80_82
Co_80_82_11	Cable ferry complexes	Co_80_82
Co_80_82_13	Canal complexes	Co_80_82
